artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Frank Sinatra,I've Got You Under My Skin - Remastered 1998,Spotify,False,223760,66,0.583,-12.612,127.145,0.448,0.247,0.592,0.107,0.04,"['adult standards', 'easy listening', 'lounge']",1950
The Flamingos,I Only Have Eyes for You,Spotify,False,202773,66,0.552,-12.41,88.554,0.916,0.313,0.303,0.12,0.0296,['doo-wop'],1950
Chet Baker,I Fall In Love Too Easily,Spotify,False,201440,65,0.532,-19.136,128.607,0.94,0.0657,0.292,0.0946,0.0406,"['cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",1950
Dean Martin,Volare (Nel Blu Di Pinto Di Blu) - Remastered 1998,Spotify,False,181626,65,0.612,-12.204,128.629,0.88,0.144,0.343,0.203,0.0352,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1950
Ritchie Valens,La Bamba - Single Version,Spotify,False,126960,65,0.516,-6.419,75.099,0.787,0.809,0.939,0.303,0.0545,"['rock-and-roll', 'rockabilly']",1950
Ray Charles,"Hallelujah, I Love Her So",Spotify,False,155506,67,0.696,-5.954,73.203,0.792,0.547,0.623,0.155,0.169,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul']",1950
Little Richard,Tutti Frutti,Spotify,False,144226,63,0.555,-3.866,184.835,0.793,0.658,0.937,0.118,0.0541,"['blues', 'rock-and-roll', 'rockabilly', 'soul']",1950
Billie Holiday,Blue Moon,Spotify,False,207826,65,0.64,-11.429,124.323,0.982,0.27,0.55,0.141,0.0702,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul']",1950
Bill Haley & His Comets,(We're Gonna) Rock Around The Clock,Spotify,False,129893,63,0.811,-6.317,90.686,0.205,0.859,0.784,0.0761,0.168,"['rock-and-roll', 'rockabilly']",1950
Elvis Presley,Blue Suede Shoes,Spotify,False,119200,64,0.557,-7.706,95.252,0.654,0.66,0.962,0.138,0.056,"['rock-and-roll', 'rockabilly']",1950
Frank Sinatra,Come Fly With Me - Remastered 1998,Spotify,False,199093,64,0.494,-11.376,134.106,0.847,0.338,0.499,0.165,0.0464,"['adult standards', 'easy listening', 'lounge']",1950
Chet Baker,My Funny Valentine,Spotify,False,141133,63,0.438,-26.44,133.32,0.941,0.00756,0.277,0.109,0.0382,"['cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",1950
The Platters,Only You (And You Alone),Spotify,False,166466,62,0.394,-10.812,84.003,0.906,0.309,0.291,0.144,0.0296,"['adult standards', 'easy listening', 'rock-and-roll', 'rockabilly']",1960
Buddy Holly,Everyday,Spotify,False,129120,62,0.747,-12.562,135.562,0.584,0.219,0.498,0.107,0.0371,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1950
Dion & The Belmonts,A Teenager In Love,Spotify,False,158253,61,0.555,-9.123,78.986,0.671,0.377,0.619,0.128,0.0295,"['brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",1950
Little Richard,Long Tall Sally (The Thing),Spotify,False,127426,62,0.474,-5.139,184.694,0.755,0.608,0.888,0.0928,0.0825,"['blues', 'rock-and-roll', 'rockabilly', 'soul']",1950
Ella Fitzgerald,Cheek To Cheek,Spotify,False,353266,61,0.655,-13.4,121.999,0.573,0.31,0.665,0.119,0.0866,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing']",1950
Dinah Washington,What A Diff'rence A Day Made,Spotify,False,151866,61,0.355,-17.803,93.419,0.926,0.117,0.165,0.109,0.0303,"['jazz blues', 'soul', 'vocal jazz']",1950
Frank Sinatra,You Make Me Feel So Young - Remastered 1998,Spotify,False,177400,63,0.577,-11.556,125.165,0.378,0.307,0.575,0.18,0.0428,"['adult standards', 'easy listening', 'lounge']",1950
Muddy Waters,Mannish Boy,Spotify,False,321133,60,0.598,-10.882,111.129,0.44,0.735,0.615,0.681,0.0973,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues']",1970
Bobby Darin,Mack the Knife,Spotify,False,184333,60,0.549,-12.291,82.755,0.76,0.529,0.464,0.206,0.108,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",1950
Fats Domino,Blueberry Hill,Spotify,False,147880,59,0.489,-9.702,133.341,0.74,0.499,0.829,0.156,0.0271,"['louisiana blues', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly']",1950
Nat King Cole,Smile,Spotify,False,173266,58,0.2,-19.203,80.384,0.862,0.136,0.263,0.302,0.0329,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing']",1960
Buddy Holly,That'll Be The Day,Spotify,False,150133,59,0.536,-7.774,115.24,0.467,0.637,0.798,0.0838,0.0343,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1950
Ritchie Valens,"Come On, Let's Go",Spotify,False,124586,58,0.616,-8.101,81.402,0.788,0.724,0.809,0.128,0.042,"['rock-and-roll', 'rockabilly']",1950
Chet Baker,I Get Along Without You Very Well (Except Sometimes) - Vocal Version,Spotify,False,179640,58,0.442,-23.063,103.34,0.922,0.033,0.21,0.151,0.041,"['cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",1950
Frank Sinatra,My Funny Valentine,Spotify,False,150666,57,0.252,-14.267,82.411,0.889,0.125,0.247,0.108,0.033,"['adult standards', 'easy listening', 'lounge']",1950
Billie Holiday,April In Paris,Spotify,False,185586,57,0.496,-14.211,74.746,0.927,0.127,0.211,0.132,0.0382,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul']",1950
Elvis Presley,Heartbreak Hotel,Spotify,False,127560,57,0.696,-11.922,93.543,0.84,0.21,0.717,0.107,0.067,"['rock-and-roll', 'rockabilly']",1950
Ray Charles,"What'd I Say, Pt. 1 & 2",Spotify,False,307053,57,0.54,-5.44,88.385,0.808,0.681,0.794,0.162,0.0508,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul']",1950
Bobby Darin,Splish Splash,Spotify,False,131719,56,0.645,-1.526,147.768,0.385,0.943,0.965,0.37,0.0393,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",1950
Frank Sinatra,Love Is Here To Stay - Remastered 1998,Spotify,False,162840,57,0.547,-13.458,108.996,0.676,0.208,0.424,0.0999,0.0334,"['adult standards', 'easy listening', 'lounge']",1950
Fats Domino,Ain't That A Shame,Spotify,False,152200,57,0.486,-8.57,122.894,0.767,0.501,0.942,0.0679,0.0326,"['louisiana blues', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly']",1950
Ritchie Valens,Donna - Single Version,Spotify,False,150973,57,0.472,-12.581,100.299,0.864,0.225,0.29,0.111,0.0263,"['rock-and-roll', 'rockabilly']",1950
Dion & The Belmonts,I Wonder Why,Spotify,False,141386,56,0.506,-3.834,103.463,0.569,0.699,0.901,0.158,0.0348,"['brill building pop', 'doo-wop', 'rock-and-roll', 'rockabilly']",1950
Connie Francis,Stupid Cupid,Spotify,False,133746,55,0.609,-4.739,136.036,0.734,0.794,0.968,0.0479,0.0389,"['adult standards', 'brill building pop', 'easy listening', 'rock-and-roll', 'rockabilly']",2000
Eddie Cochran,C’Mon Everybody,Spotify,False,118226,55,0.627,-9.657,175.33,0.121,0.7,0.856,0.188,0.0522,"['rock-and-roll', 'rockabilly']",1960
Ray Charles,Mess Around,Spotify,False,160226,57,0.565,-2.981,148.808,0.437,0.962,0.906,0.056,0.064,"['adult standards', 'classic soul', 'jazz blues', 'piano blues', 'soul']",1950
Dinah Washington,Teach Me Tonight,Spotify,False,167493,55,0.558,-11.436,73.103,0.805,0.231,0.403,0.142,0.0812,"['jazz blues', 'soul', 'vocal jazz']",1980
Bobby Darin,Dream Lover,Spotify,False,150706,55,0.526,-1.692,131.715,0.715,0.774,0.715,0.437,0.0459,"['adult standards', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",2000
The Isley Brothers,"Shout, Pts. 1 & 2",Spotify,False,268560,55,0.489,-7.433,138.63,0.753,0.866,0.416,0.876,0.0933,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']",1950
The Big Bopper,Chantilly Lace,Spotify,False,145266,55,0.489,-6.054,172.269,0.841,0.806,0.944,0.0687,0.0858,"['rock-and-roll', 'rockabilly']",1950
Doris Day,Dream a Little Dream of Me (with Paul Weston & His Music From Hollywood),Spotify,False,223373,55,0.386,-17.695,147.721,0.921,0.125,0.254,0.0919,0.0394,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1950
Louis Prima,Pennies From Heaven,Spotify,False,141666,54,0.515,-11.96,185.767,0.452,0.408,0.915,0.0682,0.194,"['adult standards', 'jump blues', 'lounge', 'swing']",1950
Muddy Waters,I'm Your Hoochie Coochie Man,Spotify,False,238533,54,0.542,-9.268,113.948,0.67,0.588,0.881,0.241,0.0665,"['blues', 'blues rock', 'chicago blues', 'classic rock', 'electric blues']",1970
Bobby Day,Rockin' Robin,Spotify,False,160080,54,0.541,-13.083,171.992,0.298,0.608,0.938,0.234,0.106,"['doo-wop', 'rock-and-roll']",1950
Neil Sedaka,Calendar Girl,Spotify,False,159693,54,0.703,-7.727,122.719,0.397,0.649,0.862,0.209,0.0312,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'rockabilly']",1950
Ricky Nelson,Poor Little Fool - Remastered,Spotify,False,153933,54,0.474,-11.528,154.596,0.648,0.338,0.81,0.13,0.0299,"['adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly']",1950
Carl Perkins,Blue Suede Shoes,Spotify,False,134445,54,0.548,-7.318,168.891,0.448,0.673,0.965,0.342,0.0364,"['rock-and-roll', 'rockabilly']",1950
Tennessee Ernie Ford,Sixteen Tons,Spotify,False,158306,54,0.693,-15.085,144.14,0.796,0.324,0.382,0.246,0.205,"['bluegrass gospel', 'country boogie', 'country gospel', 'western swing', 'yodeling']",1990
Hank Williams,I'm So Lonesome I Could Cry,Spotify,False,168773,54,0.678,-13.084,110.964,0.874,0.218,0.652,0.125,0.0288,"['country', 'honky tonk', 'traditional country', 'yodeling']",1950
Buddy Holly,Peggy Sue,Spotify,False,150960,54,0.676,-8.132,148.373,0.947,0.424,0.493,0.119,0.0329,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1950
Sarah Vaughan,Misty,Spotify,False,182640,54,0.205,-14.444,185.316,0.973,0.204,0.136,0.368,0.0352,"['jazz', 'torch song', 'vocal jazz']",1950
The Everly Brothers,Wake up Little Susie,Spotify,False,123520,53,0.709,-9.382,93.723,0.318,0.62,0.936,0.0426,0.034,"['adult standards', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1960
Billie Holiday,Crazy He Calls Me,Spotify,False,185280,53,0.49,-14.423,72.716,0.849,0.145,0.286,0.214,0.0386,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul']",1950
Jackie Wilson,Reet Petite,Spotify,False,169240,53,0.664,-6.526,84.345,0.447,0.66,0.873,0.298,0.13,"['chicago soul', 'classic soul', 'quiet storm', 'rock-and-roll', 'soul']",1950
Johnny Mathis,Misty,Spotify,False,216573,53,0.216,-13.561,82.098,0.876,0.267,0.218,0.109,0.0351,"['adult standards', 'easy listening']",1950
Bobby Vinton,Mr. Lonely,Spotify,False,161373,53,0.245,-10.361,168.984,0.817,0.293,0.344,0.177,0.0303,"['adult standards', 'bubblegum pop', 'doo-wop', 'easy listening', 'rock-and-roll']",2000
Little Richard,Rip It Up,Spotify,False,141400,53,0.895,-6.043,95.922,0.672,0.636,0.967,0.0207,0.06,"['blues', 'rock-and-roll', 'rockabilly', 'soul']",1950
Elvis Presley,All Shook Up,Spotify,False,117080,52,0.624,-12.162,74.139,0.881,0.468,0.952,0.144,0.132,"['rock-and-roll', 'rockabilly']",1950
The Platters,The Great Pretender,Spotify,False,157360,52,0.582,-9.476,116.351,0.945,0.372,0.534,0.149,0.0299,"['adult standards', 'easy listening', 'rock-and-roll', 'rockabilly']",1980
The Coasters,Down in Mexico,Spotify,False,196466,52,0.614,-8.667,111.879,0.7,0.589,0.894,0.069,0.0573,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",2000
The Diamonds,Little Darlin',Spotify,False,129333,52,0.631,-11.402,152.851,0.536,0.587,0.664,0.333,0.042,"['rhythm and blues', 'rock-and-roll', 'rockabilly']",1990
Ella Fitzgerald,They Can't Take That Away From Me,Spotify,False,280000,51,0.563,-17.402,104.928,0.87,0.136,0.368,0.106,0.0683,"['adult standards', 'jazz', 'jazz blues', 'soul', 'swing']",1990
Billie Holiday,Strange Fruit,Spotify,False,192866,53,0.313,-22.627,100.827,0.989,0.0437,0.0625,0.209,0.0315,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'soul']",1950
The Five Satins,In The Still of the Night,Spotify,False,187666,51,0.43,-10.621,108.824,0.876,0.33,0.316,0.105,0.0353,"['doo-wop', 'rock-and-roll']",1990
Buddy Holly,Rave On,Spotify,False,109960,51,0.566,-6.536,159.629,0.611,0.711,0.961,0.417,0.0335,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",1950
Dinah Washington,Cry Me A River,Spotify,False,150893,51,0.258,-16.618,99.396,0.823,0.205,0.313,0.074,0.0312,"['jazz blues', 'soul', 'vocal jazz']",1950
The Platters,My Prayer,Spotify,False,167800,51,0.359,-8.393,109.249,0.812,0.272,0.254,0.095,0.0294,"['adult standards', 'easy listening', 'rock-and-roll', 'rockabilly']",1950
Dean Martin,That's Amore,Spotify,False,188266,50,0.407,-13.409,124.047,0.76,0.17,0.577,0.0737,0.0341,"['adult standards', 'easy listening', 'lounge', 'vocal jazz']",1980
The Fleetwoods,Mr. Blue,Spotify,False,145133,50,0.374,-17.475,96.677,0.931,0.0889,0.211,0.111,0.0356,"['doo-wop', 'vocal harmony group']",1990
The Del-Vikings,Come Go With Me,Spotify,False,162293,49,0.566,-9.416,129.69,0.713,0.534,0.582,0.0883,0.0409,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",1990
Ruth Brown,I Don't Know,Spotify,False,173733,49,0.727,-7.851,101.006,0.642,0.296,0.592,0.0815,0.0381,"['jazz blues', 'jump blues', 'rhythm and blues']",2000
Paul Anka,Diana,Spotify,False,140520,49,0.551,-8.49,142.814,0.762,0.576,0.919,0.803,0.0325,"['adult standards', 'canadian pop', 'easy listening', 'rock-and-roll']",1960
Sarah Vaughan,Black Coffee,Spotify,False,200440,49,0.38,-11.977,94.23,0.973,0.155,0.127,0.0977,0.0311,"['jazz', 'torch song', 'vocal jazz']",1950
Jo Stafford,You Belong To Me,Spotify,False,192560,49,0.371,-14.587,68.722,0.945,0.145,0.167,0.112,0.0315,['torch song'],2000
Thurston Harris,Little Bitty Pretty One,Spotify,False,143066,48,0.703,1.085,88.351,0.777,0.883,0.887,0.0562,0.241,[],1950
The Monotones,The Book of Love,Spotify,False,138440,48,0.428,-12.716,198.67,0.734,0.594,0.556,0.567,0.379,"['doo-wop', 'rhythm and blues', 'rock-and-roll']",2000
Ricky Nelson,Lonesome Town - 1990 Digital Remaster,Spotify,False,135840,48,0.508,-18.283,77.907,0.856,0.0965,0.296,0.102,0.031,"['adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly']",1990
Sam Butera & The Witnesses,Just A Gigolo - Remastered,Spotify,False,283200,48,0.525,-11.987,125.187,0.597,0.403,0.718,0.0565,0.0945,[],1990
The Champs,Tequila (Original),Spotify,False,130320,48,0.532,-4.056,90.647,0.0519,0.961,0.753,0.0738,0.0522,['surf music'],2000
Bo Diddley,Bo Diddley,Spotify,False,149013,47,0.809,-12.484,105.696,0.176,0.701,0.563,0.184,0.0574,"['acoustic blues', 'blues', 'chicago blues', 'electric blues', 'rock-and-roll']",1950
Hank Williams,"Hey, Good Lookin'",Spotify,False,174293,47,0.785,-9.963,141.166,0.801,0.365,0.913,0.0662,0.0377,"['country', 'honky tonk', 'traditional country', 'yodeling']",1990
Connie Francis,Who's Sorry Now,Spotify,False,136626,47,0.522,-6.448,87.535,0.755,0.326,0.443,0.36,0.0273,"['adult standards', 'brill building pop', 'easy listening', 'rock-and-roll', 'rockabilly']",2000
Lloyd Price,Stagger Lee,Spotify,False,144626,46,0.439,-6.859,69.57,0.707,0.638,0.781,0.175,0.0307,"['doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues']",1950
Jackie Wilson,Lonely Teardrops,Spotify,False,166213,45,0.524,-8.894,137.133,0.406,0.478,0.843,0.74,0.118,"['chicago soul', 'classic soul', 'quiet storm', 'rock-and-roll', 'soul']",1950
Little Richard,Ready Teddy,Spotify,False,126680,45,0.532,-5.59,205.973,0.673,0.678,0.971,0.103,0.19,"['blues', 'rock-and-roll', 'rockabilly', 'soul']",1950
Patsy Cline,Walkin' After Midnight,Spotify,False,154026,45,0.562,-15.364,135.903,0.795,0.194,0.773,0.322,0.0448,"['country', 'nashville sound']",2000
Ricky Nelson,A Teenager's Romance,Spotify,False,140773,47,0.51,-6.942,103.356,0.784,0.484,0.683,0.306,0.038,"['adult standards', 'doo-wop', 'rock-and-roll', 'rockabilly']",2000
Bill Haley & His Comets,"Shake, Rattle And Roll - Single Version",Spotify,False,150466,45,0.671,-11.237,166.722,0.159,0.679,0.82,0.158,0.142,"['rock-and-roll', 'rockabilly']",1990
Johnny Mathis,Chances Are - Single Version,Spotify,False,181400,45,0.31,-12.2,77.512,0.897,0.254,0.296,0.107,0.0343,"['adult standards', 'easy listening']",1950
Buddy Holly & The Crickets,Not Fade Away,Spotify,False,142773,44,0.799,-13.142,95.966,0.835,0.475,0.92,0.275,0.0413,"['rock-and-roll', 'rockabilly']",1950
Hank Williams,Lovesick Blues,Spotify,False,165266,46,0.758,-10.746,126.324,0.952,0.245,0.714,0.132,0.0428,"['country', 'honky tonk', 'traditional country', 'yodeling']",1950
Sam Butera & The Witnesses,Buona Sera - Remastered,Spotify,False,187200,44,0.547,-13.973,97.793,0.777,0.3,0.811,0.0653,0.107,[],1990
Pat Boone,Love Letters In The Sand,Spotify,False,134560,44,0.571,-13.216,88.728,0.811,0.196,0.555,0.142,0.0278,"['adult standards', 'easy listening', 'rock-and-roll', 'rockabilly']",1990
Jim Reeves,He'll Have to Go,Spotify,False,138640,44,0.554,-15.846,81.181,0.909,0.186,0.2,0.11,0.0379,['nashville sound'],1990
Little Richard,"Good Golly, Miss Molly",Spotify,False,128639,44,0.57,-10.82,163.837,0.581,0.863,0.909,0.313,0.0526,"['blues', 'rock-and-roll', 'rockabilly', 'soul']",2000
Johnny Maestro,16 Candles,Spotify,False,174640,44,0.604,-10.832,114.009,0.727,0.307,0.604,0.0932,0.0275,['doo-wop'],1990
Neil Sedaka,Oh! Carol,Spotify,False,135773,43,0.584,-7.039,132.747,0.766,0.743,0.815,0.319,0.0463,"['adult standards', 'brill building pop', 'bubblegum pop', 'easy listening', 'rockabilly']",2000
Dakota Staton,When Lights Are Low,Spotify,False,116280,42,0.748,-8.768,95.95,0.739,0.449,0.853,0.0439,0.0394,['vocal jazz'],2010
Hank Williams,Jambalaya (On The Bayou),Spotify,False,172133,44,0.526,-10.694,164.023,0.708,0.292,0.886,0.0644,0.0346,"['country', 'honky tonk', 'traditional country', 'yodeling']",1990
Duane Eddy,Rebel Rouser,Spotify,False,153533,42,0.388,-11.997,206.313,0.789,0.434,0.873,0.728,0.0354,"['rock-and-roll', 'rockabilly', 'surf music']",1960
Johnny Mathis,"It's Not for Me to Say - From the MGM Film ""Lizzie""",Spotify,False,183226,42,0.328,-12.843,80.584,0.94,0.218,0.446,0.1,0.0383,"['adult standards', 'easy listening']",1950
Johnny Cash,I Walk The Line - Single Version,Spotify,False,163045,42,0.862,-11.183,105.834,0.798,0.484,0.787,0.105,0.0421,"['arkansas country', 'outlaw country', 'rock']",1950
Bill Haley & His Comets,"See You Later, Alligator",Spotify,False,165360,41,0.664,-11.841,156.987,0.313,0.702,0.737,0.369,0.0671,"['rock-and-roll', 'rockabilly']",1990
The Chords,Sh-Boom,Spotify,False,147320,41,0.672,-8.893,136.562,0.782,0.471,0.884,0.125,0.0485,['doo-wop'],1950
Paul Anka,Lonely Boy,Spotify,False,151106,41,0.623,-9.923,106.163,0.352,0.605,0.804,0.101,0.0306,"['adult standards', 'canadian pop', 'easy listening', 'rock-and-roll']",2000
Buddy Knox,Party Doll,Spotify,False,135173,41,0.664,-7.84,90.054,0.718,0.731,0.661,0.216,0.0779,"['doo-wop', 'rhythm and blues', 'rock-and-roll', 'rockabilly']",2000
The Silhouettes,Get a Job,Spotify,False,169706,40,0.625,-9.962,80.024,0.652,0.425,0.829,0.124,0.0359,"['doo-wop', 'rhythm and blues']",1990
The Edsels,Rama Lama Ding Dong (Original version 1958),Spotify,False,147720,40,0.609,-7.056,122.465,0.254,0.709,0.949,0.106,0.0321,"['doo-wop', 'rhythm and blues']",2000
Hank Williams,Your Cheatin' Heart,Spotify,False,161640,40,0.671,-11.634,127.645,0.774,0.243,0.689,0.082,0.0282,"['country', 'honky tonk', 'traditional country', 'yodeling']",1990
Fats Domino,I'm Walkin',Spotify,False,135093,39,0.729,-13.056,109.005,0.678,0.555,0.979,0.155,0.0483,"['louisiana blues', 'new orleans blues', 'piano blues', 'rock-and-roll', 'rockabilly']",1960
Buddy Holly,Oh Boy! - Overdubbed Version,Spotify,False,127680,38,0.543,-7.518,96.842,0.777,0.619,0.846,0.109,0.0377,"['classic rock', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",2000
The Chordettes,Mister Sandman,Spotify,False,144039,38,0.615,-8.982,108.56,0.824,0.407,0.55,0.119,0.0461,"['classic girl group', 'doo-wop', 'vocal harmony group']",2010
Teresa Brewer,A Tear Fell,Spotify,False,155880,38,0.391,-11.418,138.355,0.778,0.281,0.491,0.155,0.0405,['deep adult standards'],1950
Lloyd Price,Personality,Spotify,False,157733,38,0.591,-8.936,128.909,0.744,0.454,0.865,0.0989,0.0322,"['doo-wop', 'louisiana blues', 'memphis blues', 'new orleans blues', 'rhythm and blues']",1990
Various Artists,Good Morning,Spotify,False,254440,37,0.444,-9.85,105.751,0.723,0.42,0.507,0.123,0.0495,[],1950
The Chantels,Maybe,Spotify,False,174133,37,0.489,-7.466,104.207,0.751,0.415,0.357,0.14,0.0268,"['brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues']",2000
The Drifters,There Goes My Baby - Single Version; 2019 Remaster,Spotify,False,130320,36,0.399,-3.403,63.993,0.518,0.679,0.614,0.625,0.0329,"['adult standards', 'classic soul', 'doo-wop', 'rock-and-roll', 'rockabilly']",2000
Johnny Mathis,Wonderful! Wonderful! (with Ray Conniff & His Orchestra & Chorus) - Single Version,Spotify,False,169546,36,0.25,-9.495,145.178,0.742,0.398,0.559,0.0975,0.0301,"['adult standards', 'easy listening']",2000
